,CODE,NAME
3490,DFJUDM,Despesas por função - judiciária- municipal
3491,DFLEGE,Despesas por função - legislativa- estadual
3492,DFLEGM,Despesas por função - legislativa- municipal
3493,DFOFE,Despesas por função - estadual
3494,DFOFM,Despesas por função - municipal
3495,DFRELEXE,Despesas por função - relações exteriores - estadual
3496,DFRELEXM,Despesas por função - relações exteriores - municipal
3497,DFSAUSE,Despesas por função - saúde e saneamento - estadual
3498,DFSAUSM,Despesas por função - saúde e saneamento - municipal
3499,DFTRABE,Despesas por função - trabalho- estadual
3500,DFTRABM,Despesas por função - trabalho- municipal
3501,DFTRAE,Despesas por função - transporte- estadual
3502,DFTRAM,Despesas por função - transporte- municipal
3503,DINVESTE,Despesa de capital - investimento - estadual
3504,DINVESTM,Despesa de capital - investimento - municipal
3505,DINVFINAM,Despesa de capital - inversão financeira - municipal
3506,DTRCINTEE,Despesa - transferências intergovernamentais - estadual
3507,DTRCINTRE,Despesa - transferências intragovernamentais - estadual
3508,DTRCORTOE,Despesa - transferências correntes - estadual
3509,DTRCORTOM,Despesa - transferências correntes - municipal
3510,DTRKINTEE,Despesa de capital - transferências intergovernamentais - estadual
3511,DTRKINTRE,Despesa de capital - transferências intragovernamentais - estadual
3512,DTRKTOE,Despesa - transferências de capital - estadual
3513,DTRKTOM,Despesa - transferências de capital - municipal
3514,FNDE12_SALEDU12,Salário educação - arrecadação bruta
3515,GAMMA_IMPINAN,Imposto inflacionário - método 1A
3516,GAMMA_IMPINAR,Imposto inflacionário - real - método 1A
3517,GAMMA_IMPINBN,Imposto inflacionário - método 1B
3518,GAMMA_IMPINBR,Imposto inflacionário - real - método 1B
3519,GAMMA_IMPINCN,Imposto inflacionário - método 2A
3520,GAMMA_IMPINCR,Imposto inflacionário - real - método 2A
3521,GAMMA_IMPINDR,Imposto inflacionário - real - método 2B
3522,GAMMA12_IMPINAN12,Imposto inflacionário - método 1A
3523,GAMMA12_IMPINAR12,Imposto inflacionário - real - método 1A
3524,GAMMA12_IMPINBN12,Imposto inflacionário - método 1B
3525,GAMMA12_IMPINBR12,Imposto inflacionário - real - método 1B
3526,GAMMA12_IMPINCN12,Imposto inflacionário - método 2A
3527,GAMMA12_IMPINCR12,Imposto inflacionário - real - método 2A
3528,GAMMA12_IMPINDR12,Imposto inflacionário - real - método 2B
3529,GAMMA4_IMPINAN4,Imposto inflacionário - método 1A
3530,GAMMA4_IMPINAR4,Imposto inflacionário - real - método 1A
3531,GAMMA4_IMPINBN4,Imposto inflacionário - método 1B
3532,GAMMA4_IMPINBR4,Imposto inflacionário - real - método 1B
3533,GAMMA4_IMPINCN4,Imposto inflacionário - método 2A
3534,GAMMA4_IMPINCR4,Imposto inflacionário - real - método 2A
3535,GAMMA4_IMPINDR4,Imposto inflacionário - real - método 2B
3536,HIST_DCCEST,Despesa corrente - consumo - gov. estadual
3537,HIST_DCCFED,Despesa corrente - consumo - gov. federal
3538,HIST_DCCGR,Despesa corrente - consumo - gov. geral
3539,HIST_DCCMUN,Despesa corrente - consumo - gov. municipal
3540,HIST_DCCOCEST,Despesa corrente - consumo - outras compras - gov. estadual
3541,HIST_DCCOCFED,Despesa corrente - consumo - outras compras - gov. federal
3542,HIST_DCCOCGR,Despesa corrente - consumo - outras compras - gov. geral
3543,HIST_DCCOCMUN,Despesa corrente - consumo - outras compras - gov. municipal
3544,HIST_DCCOPEST,Despesa corrente - consumo - obrigações patronais - gov. estadual
3545,HIST_DCCOPFED,Despesa corrente - consumo - obrigações patronais - gov. federal
3546,HIST_DCCOPGR,Despesa corrente - consumo - obrigações patronais - gov. geral
3547,HIST_DCCOPMUN,Despesa corrente - consumo - obrigações patronais - gov. municipal
3548,HIST_DCCPEST,Despesa corrente - consumo - pessoal - gov. estadual
3549,HIST_DCCPFED,Despesa corrente - consumo - pessoal - gov. federal
3550,HIST_DCCPGR,Despesa corrente - consumo - pessoal - gov. geral
3551,HIST_DCCPMUN,Despesa corrente - consumo - pessoal - gov. municipal
3552,HIST_DCDKEST,Despesa corrente e de capital - gov. estadual
3553,HIST_DCDKFED,Despesa corrente e de capital - gov. federal
3554,HIST_DCDKGR,Despesa corrente e de capital - gov. geral
3555,HIST_DCDKMUN,Despesa corrente e de capital - gov. municipal
3556,HIST_DCEST,Despesa corrente - gov. estadual
3557,HIST_DCFED,Despesa corrente - gov. federal
3558,HIST_DCGR,Despesa corrente - gov. geral
3559,HIST_DCMUN,Despesa corrente - gov. municipal
3560,HIST_DCOJUREST,Despesa corrente - outras (brutas) - juros da dívida externa - gov. estadual
3561,HIST_DCOJURFED,Despesa corrente - outras (brutas) - juros da dívida externa - gov. federal
3562,HIST_DCOJURGR,Despesa corrente - outras (brutas) - juros da dívida externa - gov. geral
3563,HIST_DCOJURMUN,Despesa corrente - outras (brutas) - juros da dívida externa - gov. municipal
3564,HIST_DCOTREEST,Despesa corrente - outras (brutas) - transferências intergovernamentais - gov. estadual
3565,HIST_DCOTREFED,Despesa corrente - outras (brutas) - transferências intergovernamentais - gov. federal
3566,HIST_DCOTREGR,Despesa corrente - outras (brutas) - transferências intergovernamentais - gov. geral
3567,HIST_DCOTREMUN,Despesa corrente - outras (brutas) - transferências intergovernamentais - gov. municipal
3568,HIST_DCOTRGFEST,Despesa corrente - outras (brutas) - transferências - emp. gov. financeiras - gov. estadual
3569,HIST_DCOTRGFFED,Despesa corrente - outras (brutas) - transferências - emp. gov. financeiras - gov. federal
3570,HIST_DCOTRGFGR,Despesa corrente - outras (brutas) - transferências - emp. gov. financeiras - gov. geral
3571,HIST_DCOTRGFMUN,Despesa corrente - outras (brutas) - transferências - emp. gov. financeiras - gov. municipal
3572,HIST_DCOTRGNFEST,Despesa corrente - outras (brutas) - transferências - emp. gov. não financeiras - gov. estadual
3573,HIST_DCOTRGNFFED,Despesa corrente - outras (brutas) - transferências - emp. gov. não financeiras - gov. federal
3574,HIST_DCOTRGNFGR,Despesa corrente - outras (brutas) - transferências - emp. gov. não financeiras - gov. geral
3575,HIST_DCOTRGNFMUN,Despesa corrente - outras (brutas) - transferências - emp. gov. não financeiras - gov. municipal
3576,HIST_DCOTRIEST,Despesa corrente - outras (brutas) - transferências intragovernamentais - gov. estadual
3577,HIST_DCOTRIFED,Despesa corrente - outras (brutas) - transferências intragovernamentais - gov. federal
3578,HIST_DCOTRIGR,Despesa corrente - outras (brutas) - transferências intragovernamentais - gov. geral
3579,HIST_DCOTRIMUN,Despesa corrente - outras (brutas) - transferências intragovernamentais - gov. municipal
3580,HIST_DCOTRINTEST,Despesa corrente - outras (brutas) - transferências - entidades internacionais - gov. estadual
3581,HIST_DCOTRINTFED,Despesa corrente - outras (brutas) - transferências - entidades internacionais - gov. federal
3582,HIST_DCOTRINTGR,Despesa corrente - outras (brutas) - transferências - entidades internacionais - gov. geral
3583,HIST_DCOTRINTMUN,Despesa corrente - outras (brutas) - transferências - entidades internacionais - gov. municipal
3584,HIST_DCOTRNCEST,Despesa corrente - outras (brutas) - transferências não classificadas - gov. estadual
3585,HIST_DCOTRNCFED,Despesa corrente - outras (brutas) - transferências não classificadas - gov. federal
3586,HIST_DCOTRNCGR,Despesa corrente - outras (brutas) - transferências não classificadas - gov. geral
3587,HIST_DCOTRNCMUN,Despesa corrente - outras (brutas) - transferências não classificadas - gov. municipal
3588,HIST_DCOTRSPEST,Despesa corrente - outras (brutas) - transferências ao setor privado - gov. estadual
3589,HIST_DCOTRSPFED,Despesa corrente - outras (brutas) - transferências ao setor privado - gov. federal
3590,HIST_DCOTRSPGR,Despesa corrente - outras (brutas) - transferências ao setor privado - gov. geral
3591,HIST_DCOTRSPMUN,Despesa corrente - outras (brutas) - transferências ao setor privado - gov. municipal
3592,HIST_DCOUEST,Despesa corrente - outras (brutas) - gov. estadual
3593,HIST_DCOUFED,Despesa corrente - outras (brutas) - gov. federal
3594,HIST_DCOUGR,Despesa corrente - outras (brutas) - gov. geral
3595,HIST_DCOUMUN,Despesa corrente - outras (brutas) - gov. municipal
3596,HIST_DCSUBEST,Despesa corrente - subsídios - gov. estadual
3597,HIST_DCSUBFED,Despesa corrente - subsídios - gov. federal
3598,HIST_DCSUBGFEST,Despesa corrente - subsídios - emp. gov. financeiras - gov. estadual
3599,HIST_DCSUBGFFED,Despesa corrente - subsídios - emp. gov. financeiras - gov. federal
3600,HIST_DCSUBGFGR,Despesa corrente - subsídios - emp. gov. financeiras - gov. geral
3601,HIST_DCSUBGFMUN,Despesa corrente - subsídios - emp. gov. financeiras - gov. municipal
3602,HIST_DCSUBGNFEST,Despesa corrente - subsídios - emp. gov. não financeiras - gov. estadual
3603,HIST_DCSUBGNFFED,Despesa corrente - subsídios - emp. gov. não financeiras - gov. federal
3604,HIST_DCSUBGNFGR,Despesa corrente - subsídios - emp. gov. não financeiras - gov. geral
3605,HIST_DCSUBGNFMUN,Despesa corrente - subsídios - emp. gov. não financeiras - gov. municipal
3606,HIST_DCSUBGR,Despesa corrente - subsídios - gov. geral
3607,HIST_DCSUBMUN,Despesa corrente - subsídios - gov. municipal
3608,HIST_DCSUBPNFEST,Despesa corrente - subsídios - emp. priv. não financeiras - gov. estadual
3609,HIST_DCSUBPNFFED,Despesa corrente - subsídios - emp. priv. não financeiras - gov. federal
3610,HIST_DCSUBPNFGR,Despesa corrente - subsídios - emp. priv. não financeiras - gov. geral
3611,HIST_DCSUBPNFMUN,Despesa corrente - subsídios - emp. priv. não financeiras - gov. municipal
3612,HIST_DCTRCORREST,Despesa corrente - transferências para consumidores - correção monetária - gov. estadual
3613,HIST_DCTRCORRFED,Despesa corrente - transferências para consumidores - correção monetária - gov. federal
3614,HIST_DCTRCORRGR,Despesa corrente - transferências para consumidores - correção monetária - gov. geral
3615,HIST_DCTRCORRMUN,Despesa corrente - transferências para consumidores - correção monetária - gov. municipal
3616,HIST_DCTREST,Despesa corrente - transferências para consumidores - gov. estadual
3617,HIST_DCTRFED,Despesa corrente - transferências para consumidores - gov. federal
3618,HIST_DCTRGR,Despesa corrente - transferências para consumidores - gov. geral
3619,HIST_DCTRJUREST,Despesa corrente - transferências para consumidores - juros da dívida interna - gov. estadual
3620,HIST_DCTRJURFED,Despesa corrente - transferências para consumidores - juros da dívida interna - gov. federal
3621,HIST_DCTRJURGR,Despesa corrente - transferências para consumidores - juros da dívida interna - gov. geral
3622,HIST_DCTRJURMUN,Despesa corrente - transferências para consumidores - juros da dívida interna - gov. municipal
3623,HIST_DCTRMUN,Despesa corrente - transferências para consumidores - gov. municipal
3624,HIST_DCTRPREVEST,Despesa corrente - transferências para consumidores - assistência à previdência - gov. estadual
3625,HIST_DCTRPREVFED,Despesa corrente - transferências para consumidores - assistência à previdência - gov. federal
3626,HIST_DCTRPREVGR,Despesa corrente - transferências para consumidores - assistência à previdência - gov. geral
3627,HIST_DCTRPREVMUN,Despesa corrente - transferências para consumidores - assistência à previdência - gov. municipal
3628,HIST_DIVFEDFUND,Dívida interna  - fundada - gov. federal
3629,HIST_DKFOUTEST,Despesa capital - fora do sistema - outras inversões financeiras - gov. estadual
3630,HIST_DKFOUTFED,Despesa capital - fora do sistema - outras inversões financeiras - gov. federal
3631,HIST_DKFOUTGR,Despesa capital - fora do sistema - outras inversões financeiras - gov. geral
3632,HIST_DKFOUTMUN,Despesa capital - fora do sistema - outras inversões financeiras - gov. municipal
3633,HIST_DKFSDEEST,Despesa capital - fora do sistema - amortização dívida externa - gov. estadual
3634,HIST_DKFSDEFED,Despesa capital - fora do sistema - amortização dívida externa - gov. federal
3635,HIST_DKFSDEGR,Despesa capital - fora do sistema - amortização dívida externa - gov. geral
3636,HIST_DKFSDEMUN,Despesa capital - fora do sistema - amortização dívida externa - gov. municipal
3637,HIST_DKFSDIEST,Despesa capital - fora do sistema - amortização dívida interna - gov. estadual
3638,HIST_DKFSDIFED,Despesa capital - fora do sistema - amortização dívida interna - gov. federal
3639,HIST_DKFSDIGR,Despesa capital - fora do sistema - amortização dívida interna - gov. geral
3640,HIST_DKFSDIMUN,Despesa capital - fora do sistema - amortização dívida interna - gov. municipal
3641,HIST_DKFSEEST,Despesa capital - fora do sistema - concessão de empréstimos - gov. estadual
3642,HIST_DKFSEFED,Despesa capital - fora do sistema - concessão de empréstimos - gov. federal
3643,HIST_DKFSEGR,Despesa capital - fora do sistema - concessão de empréstimos - gov. geral
3644,HIST_DKFSEMUN,Despesa capital - fora do sistema - concessão de empréstimos - gov. municipal
3645,HIST_DKFSEST,Despesa capital - fora do sistema - gov. estadual
3646,HIST_DKFSFED,Despesa capital - fora do sistema - gov. federal
3647,HIST_DKFSGR,Despesa capital - fora do sistema - gov. geral
3648,HIST_DKFSIMEST,Despesa capital - fora do sistema - aquisição de imóveis - gov. estadual
3649,HIST_DKFSIMFED,Despesa capital - fora do sistema - aquisição de imóveis - gov. federal
3650,HIST_DKFSIMGR,Despesa capital - fora do sistema - aquisição de imóveis - gov. geral
3651,HIST_DKFSIMMUN,Despesa capital - fora do sistema - aquisição de imóveis - gov. municipal
3652,HIST_DKFSMUN,Despesa capital - fora do sistema - gov. municipal
3653,HIST_DKFSPEST,Despesa capital - fora do sistema - partic. em outras emp. - gov. estadual
3654,HIST_DKFSPFED,Despesa capital - fora do sistema - partic. em outras emp. - gov. federal
3655,HIST_DKFSPGFEST,Despesa capital - fora do sistema - partic. financeira - emp. gov. financeiras - gov. estadual
3656,HIST_DKFSPGFFED,Despesa capital - fora do sistema - partic. financeira - emp. gov. financeiras - gov. federal
3657,HIST_DKFSPGFGR,Despesa capital - fora do sistema - partic. financeira - emp. gov. financeiras - gov. geral
3658,HIST_DKFSPGFMUN,Despesa capital - fora do sistema - partic. financeira - emp. gov. financeiras - gov. municipal
3659,HIST_DKFSPGNFEST,Despesa capital - fora do sistema - partic. financeira - emp. gov. não financeiras - gov. estadual
3660,HIST_DKFSPGNFFED,Despesa capital - fora do sistema - partic. financeira - emp. gov. não financeiras - gov. federal
3661,HIST_DKFSPGNFGR,Despesa capital - fora do sistema - partic. financeira - emp. gov. não financeiras - gov. geral
3662,HIST_DKFSPGNFMUN,Despesa capital - fora do sistema - partic. financeira - emp. gov. não financeiras - gov. municipal
3663,HIST_DKFSPGR,Despesa capital - fora do sistema - partic. em outras emp. - gov. geral
3664,HIST_DKFSPMUN,Despesa capital - fora do sistema - partic. em outras emp. - gov. municipal
3665,HIST_DKFSPPNFEST,Despesa capital - fora do sistema - partic. financeira - emp. priv. não financeiras - gov. estadual
3666,HIST_DKFSPPNFFED,Despesa capital - fora do sistema - partic. financeira - emp. priv. não financeiras - gov. federal
3667,HIST_DKFSPPNFGR,Despesa capital - fora do sistema - partic. financeira - emp. priv. não financeiras - gov. geral
3668,HIST_DKFSPPNFMUN,Despesa capital - fora do sistema - partic. financeira - emp. priv. não financeiras - gov. municipal
3669,HIST_DKFSVEST,Despesa capital - fora do sistema - aquisição de material para revenda - gov. estadual
3670,HIST_DKFSVFED,Despesa capital - fora do sistema - aquisição de material para revenda - gov. federal
3671,HIST_DKFSVGR,Despesa capital - fora do sistema - aquisição de material para revenda - gov. geral
3672,HIST_DKFSVMUN,Despesa capital - fora do sistema - aquisição de material para revenda - gov. municipal
3673,HIST_DTGFN,Dívida interna - gov. federal
3674,HIST_GOVESALV,Salários pagos - governo estadual
3675,HIST_GOVFSALV,Salários pagos - governo federal
3676,HIST_GOVMSALV,Salários pagos - governo municipal
3677,HIST_GOVRECL,Receita arrecadada líquida - governo consolidado
3678,HIST_GOVSALV,Salários pagos - governo consolidado
3679,HIST_POPCCEST,Poupança - conta corrente - governo estadual
3680,HIST_POPCCFED,Poupança - conta corrente - governo federal
3681,HIST_POPCCGR,Poupança - conta corrente - governo geral
3682,HIST_POPCCMUN,Poupança - conta corrente - governo municipal
3683,HIST_RCEST,Receita corrente - governo estadual
3684,HIST_RCFED,Receita corrente - governo federal
3685,HIST_RCGR,Receita corrente - governo geral
3686,HIST_RCMUN,Receita corrente - governo municipal
3687,HIST_RCOUTBEST,Receita corrente - outras (brutas) - governo estadual
3688,HIST_RCOUTBFED,Receita corrente - outras (brutas) - governo federal
3689,HIST_RCOUTBGR,Receita corrente - outras (brutas) - governo geral
3690,HIST_RCOUTBMUN,Receita corrente - outras (brutas) - governo municipal
3691,HIST_RCOUTLEST,Receita corrente - outras (líquidas) - governo estadual
3692,HIST_RCOUTLFED,Receita corrente - outras (líquidas) - governo federal
3693,HIST_RCOUTLGR,Receita corrente - outras (líquidas) - governo geral
3694,HIST_RCOUTLMUN,Receita corrente - outras (líquidas) - governo municipal
3695,HIST_RCRKEST,Receita corrente e de capital - governo estadual
3696,HIST_RCRKFED,Receita corrente e de capital - governo federal
3697,HIST_RCRKGR,Receita corrente e de capital - governo geral
3698,HIST_RCRKMUN,Receita corrente e de capital - governo municipal
3699,HIST_RCTRIDEST,Receita corrente - tributos diretos - governo estadual
3700,HIST_RCTRIDFED,Receita corrente - tributos diretos - governo federal
3701,HIST_RCTRIDGR,Receita corrente - tributos diretos - governo geral
3702,HIST_RCTRIDMUN,Receita corrente - tributos diretos - governo municipal
3703,HIST_RCTRIEST,Receita corrente - tributos - governo estadual
3704,HIST_RCTRIFED,Receita corrente - tributos - governo federal
3705,HIST_RCTRIGR,Receita corrente - tributos - governo geral
3706,HIST_RCTRIIEST,Receita corrente - tributos indiretos - governo estadual
3707,HIST_RCTRIIFED,Receita corrente - tributos indiretos - governo federal
3708,HIST_RCTRIIGR,Receita corrente - tributos indiretos - governo geral
3709,HIST_RCTRIIMUN,Receita corrente - tributos indiretos - governo municipal
3710,HIST_RCTRIMUN,Receita corrente - tributos - governo municipal
3711,HIST_RCUTEST,Receita corrente - utilização - governo estadual
3712,HIST_RCUTFED,Receita corrente - utilização - governo federal
3713,HIST_RCUTGR,Receita corrente - utilização - governo geral
3714,HIST_RCUTMUN,Receita corrente - utilização - governo municipal
3715,HIST_RKFSALEST,Receita capital - fora do sistema - alienação de bens móveis e imóveis - governo estadual
3716,HIST_RKFSALFED,Receita capital - fora do sistema - alienação de bens móveis e imóveis - governo federal
3717,HIST_RKFSALGR,Receita capital - fora do sistema - alienação de bens móveis e imóveis - governo geral
3718,HIST_RKFSALMUN,Receita capital - fora do sistema - alienação de bens móveis e imóveis - governo municipal
3719,HIST_RKFSEMEST,Receita capital - fora do sistema - amortização de empréstimos concedidos - governo estadual
3720,HIST_RKFSEMFED,Receita capital - fora do sistema - amortização de empréstimos concedidos - governo federal
3721,HIST_RKFSEMGR,Receita capital - fora do sistema - amortização de empréstimos concedidos - governo geral
3722,HIST_RKFSEMMUN,Receita capital - fora do sistema - amortização de empréstimos concedidos - governo municipal
3723,HIST_RKFSEST,Receita capital - fora do sistema - governo estadual
3724,HIST_RKFSFED,Receita capital - fora do sistema - governo federal
3725,HIST_RKFSGR,Receita capital - fora do sistema - governo geral
3726,HIST_RKFSMUN,Receita capital - fora do sistema - governo municipal
3727,HIST_RKFSOCEEST,Receita capital - fora do sistema - operações crédito externo - governo estadual
3728,HIST_RKFSOCEFED,Receita capital - fora do sistema - operações crédito externo - governo federal
3729,HIST_RKFSOCEGR,Receita capital - fora do sistema - operações crédito externo - governo geral
3730,HIST_RKFSOCEMUN,Receita capital - fora do sistema - operações crédito externo - governo municipal
3731,HIST_RKFSOCIEST,Receita capital - fora do sistema - operações crédito interno - governo estadual
3732,HIST_RKFSOCIFED,Receita capital - fora do sistema - operações crédito interno - governo federal
3733,HIST_RKFSOCIGR,Receita capital - fora do sistema - operações crédito interno - governo geral
3734,HIST_RKFSOCIMUN,Receita capital - fora do sistema - operações crédito interno - governo municipal
3735,IPTUCH,Arrecadação do IPTU incluindo receitas da dívida ativa e de multas e juros
3736,ISSCH,"Arrecadação do ISS incluindo receitas da dívida ativa, multas e juros"
3737,ITBICH,"Arrecadação do ITBI incluindo receitas da dívida ativa, multas e juros"
3738,MPAS12_ARRBT12,Fluxo de caixa da previdência - Arrecadação Bruta
3739,MPAS12_ARRLIQ12,Fluxo de caixa da previdência - Arrecadação Líquida
3740,MPAS12_BENPREV12,Fluxo de caixa da previdência - Benefícios Previdenciários
3741,MPAS12_DINSSAM12,Fluxo de caixa da previdência - despesas - INSS - assistência médica
3742,MPAS12_DINSSBEN12,Fluxo de caixa da previdência - despesas - INSS - benefícios provisionados
3743,MPAS12_DINSSDPREV12,Fluxo de caixa da previdência - despesas - INSS - Dataprev
3744,MPAS12_DINSSEPU12,Fluxo de caixa da previdência - despesas - INSS - EPU
3745,MPAS12_DINSSFUNDAC12,Fluxo de caixa da previdência - despesas - Fundac
3746,MPAS12_DINSSLOAS12,Fluxo de caixa da previdência - despesas - INSS - LOAS
3747,MPAS12_DINSSOUT12,Fluxo de caixa da previdência - despesas - INSS - demais
3748,MPAS12_DINSSPESS12,Fluxo de caixa da previdência - despesas - INSS - pessoal
3749,MPAS12_DINSST12,Fluxo de caixa da previdência - despesas - INSS - Total
3750,MPAS12_DINSSTI12,Fluxo de caixa da previdência - despesas - INSS - transferências ao Inamps
3751,MPAS12_DINSSTT12,Fluxo de caixa da previdência - despesas - transferências a terceiros
3752,MPAS12_PREV12,Fluxo de caixa da previdência - saldo final
3753,MPAS12_PREVDEF12,Fluxo de caixa da previdência - déficit primário
3754,MPAS12_PREVDES12,Fluxo de caixa da previdência - despesas - total
3755,MPAS12_PREVRB12,Fluxo de caixa da previdência - resultado entre receita e benefícios
3756,MPAS12_PREVRECPR12,Fluxo de caixa da previdência - recebimentos - próprios - total
3757,MPAS12_PREVRECTU12,Fluxo de caixa da previdência - recebimentos - transferências da União - total
3758,MPAS12_PREVRES12,Fluxo de caixa da previdência - resultado de caixa
3759,MPAS12_PREVRLINSS12,Fluxo de caixa da previdência - receita líquida do INSS
3760,MPAS12_PREVT12,Fluxo de caixa da previdência - recebimentos - total
3761,MPAS12_RESPRGPS12,Fluxo de caixa da previdência - Resultado Primário do RGPS
3762,MPAS12_RPBANC12,Fluxo de caixa da previdência - recebimentos - próprios - arrecadação bancária
3763,MPAS12_RPBANCS12,Fluxo de caixa da previdência - recebimentos - próprios - Simples
3764,MPAS12_RPCDP12,Fluxo de caixa da previdência - recebimentos - próprios - CDP
3765,MPAS12_RPDEPJUD12,Fluxo de caixa da previdência - recebimentos - próprios - depósitos judiciais
3766,MPAS12_RPDEVBEN12,Fluxo de caixa da previdência - despesas - devolução de benefícios
3767,MPAS12_RPFIES12,Fluxo de caixa da previdência - recebimentos - próprios - FIES
3768,MPAS12_RPFNS12,Fluxo de caixa da previdência - recebimentos - próprios - FNS
3769,MPAS12_RPOUT12,Fluxo de caixa da previdência - recebimentos - outros
3770,MPAS12_RPQUIT12,Fluxo de caixa da previdência - recebimentos - próprios - quitação de débitos
3771,MPAS12_RPRAF12,Fluxo de caixa da previdência - recebimentos - rendimentos de aplicações financeiras
3772,MPAS12_RPREFIS12,Fluxo de caixa da previdência - recebimentos - próprios - Refis
3773,MPAS12_RPRESS12,Fluxo de caixa da previdência - recebimentos - próprios - Ressarcimento de Arrecadação
3774,MPAS12_RPRESTARR12,Fluxo de caixa da previdência - recebimentos - próprios - restituição de arrecadação
3775,MPAS12_RTUANTREC12,Fluxo de caixa da previdência - recebimentos - antecipação de receita do Tesouro Nacional
3776,MPAS12_RTUCONFINS12,Fluxo de caixa da previdência - recebimentos - transferências da União - Cofins / LOAS
3777,MPAS12_RTUCOTA12,Fluxo de caixa da previdência - recebimentos - transferências da União - cota da previdência
3778,MPAS12_RTUCSL12,Fluxo de caixa da previdência - recebimentos - transferências da União - CSLL
3779,MPAS12_RTUEPU12,Fluxo de caixa da previdência - recebimentos - transferências da União - EPU
3780,MPAS12_RTUOUT12,Fluxo de caixa da previdência - recebimentos - transferências da União - demais
3781,RALIBENSM,Receita de capital -alienação de bens - municipal
3782,RECCAPCH,Receitas de capital totais
3783,RECCORRCH,Receitas correntes totais
3784,RECORE,Receita orçamentária - estadual
3785,RECORM,Receita orçamentária - municipal
3786,RECOROUTE,Receita corrente - outras - estadual
3787,RECOROUTM,Receita corrente - outras - municipal
3788,RECORRE,Receita corrente - estadual
3789,RECORRM,Receita corrente - municipal
3790,RECPROPCH,"Arrecadação total dos impostos municipais(IPTU, ITBI e ISS),incluindo dívida ativa, multas e juros"
3791,RECTOTCH,Receitas totais
3792,RECTRIBE,Receita tributária - estadual
3793,RECTRIBM,Receita tributária - municipal
3794,REICMSE,Receita tributária - ICMS - estadual
3795,REKE,Receita de capital - estadual
3796,REKM,Receita de capital - municipal
3797,REKOUTM,Receitas de capital - outros - municipal
3798,RICMSM,Transferências para os municípios referentes ICMS
3799,RIMPTOTM,Receita tributária - impostos - municipal
3800,RIPTUM,Receita tributária - IPTU - municipal
3801,RIPVAM,Despesa de capital - transferência para os municípios referentes ao IPVA
3802,RISSM,Receita tributária - ISS - municipal
3803,ROPCREDE,Receita de capital - operações de crédito - estadual
3804,ROPCREDM,Receita de capital - operações de crédito - municipal
3805,ROUTIMPM,Receita tributária - outros impostos - municipal
3806,ROUTRCORM,Despesa - transferências correntes para os municípios
3807,ROUTRKM,Despesa de capital - transferência  outras aos municípios
3808,RTAXASM,Receita tributária - taxas - municipal
3809,RTRCOESTM,Transferências correntes de tributos estaduais para os municípios
3810,RTRCOFPMM,Cota-parte do fundo de participação - municipal
3811,RTRCORTOE,Receita - transferências correntes - estadual
3812,RTRCORTOM,Receita - transferências correntes - municipal
3813,RTRFPEE,Cota-parte do fundo de participação - estadual
3814,RTRKESTM,Despesa de capital - transferência dos estados para os municípios
3815,RTRKFPMM,Despesa de capital - transferência do governo federal para os municípios
3816,RTRKTOE,Receita - transferências de capital - estadual
3817,RTRKTOM,Receita - transferências de capital - municipal
3818,RTRPRUE,Participação estadual na receita da união
3819,RTSP_GOVERECTRIB,Receita tributária - governo estadual
3820,RTSP_GOVERECTRIBD,Receita tributária - direta - governo estadual
3821,RTSP_GOVERECTRIBI,Receita tributária - indireta - governo estadual
3822,RTSP_GOVMRECTRIB,Receita tributária - governo municipal
3823,RTSP_GOVMRECTRIBD,Receita tributária - direta - governo municipal
3824,RTSP_GOVMRECTRIBI,Governo municipal - receita tributária - indireta
3825,RTSP_GOVRECTRIB,Receita tributária - governo federal
3826,RTSP_GOVRECTRIBD,Receita tributária - direta - governo federal
3827,RTSP_GOVRECTRIBI,Receita tributária - indireta - governo federal
3828,SRF12_CIDE12,Cide - combustíveis  - receita bruta
3829,SRF12_COFINS12,Contribuição - Finsocial / Cofins - total - receita bruta
3830,SRF12_CSLL12,Contribuição social sobre o lucro líquido (CSLL) - total - receita bruta
3831,SRF12_DEMAIS12,Demais receitas - receita bruta
3832,SRF12_II12,Imposto sobre a importação (II) - total - receita bruta
3833,SRF12_IOF12,Imposto sobre operações financeiras (IOF) - total - receita bruta
3834,SRF12_IPI12,Imposto sobre produtos industrializados (IPI) - total - receita bruta
3835,SRF12_IPIBEB12,Imposto sobre produtos industrializados (IPI) - bebidas - receita bruta
3836,SRF12_IPIFU12,Imposto sobre produtos industrializados (IPI) - fumo - receita bruta
3837,SRF12_IPIOUT12,Imposto sobre produtos industrializados (IPI) - outros - receita bruta
3838,SRF12_IPIVEI12,Imposto sobre produtos industrializados (IPI) - automóveis - receita bruta
3839,SRF12_IPIVI12,Imposto sobre produtos industrializados (IPI) - vinculado à importação - receita bruta
3840,SRF12_IPMF12,Contribuição provisória sobre movimentação financeira (CPMF) - receita bruta
3841,SRF12_IR12,Imposto sobre a renda (IR) - total - receita bruta
3842,SRF12_IRPF12,Imposto sobre a renda (IR) - pessoas físicas - total - receita bruta
3843,SRF12_IRPJ12,Imposto sobre a renda (IR) - pessoas jurídicas - total - receita bruta
3844,SRF12_IRRF12,Imposto sobre a renda (IR) - retido nas fontes - total - receita bruta
3845,SRF12_IRRFOUT12,Imposto sobre a renda (IR) - retido nas fontes - outros rendimentos - receita bruta
